cmt_col,labels
Tụi bây sống nhục mặt đàn ông thiên hạ,2.0
Xin lồn dcm muốn văn minh không nổi :))) quả pen đấy đâm vào mắt ông rồi ạ,1.0
Xl cái con cặc đm mày,2.0
lại nữa àh.... tụi thân cộng nó như sói đói... luôn luôn rình rập,1.0
"thương jack , ngẹn lòng quá , mong mọi thứ sẽ có câu trả lời nhanh thui",0.0
Sống chậm cái con mẹ chúng mày,2.0
Đụ Má...... Con bede sấu nhất quả đất,2.0
3 Quân bất lương này xứng đáng đi lao động khổ sai,1.0
chắc rank đồng,0.0
Mẹ mấy thằng chó đẻ người ta đã nghèo rồi mà chúng mày còn bày trò cướp của người ta nhân quả sớm thôi các con,2.0
"Chị ba nói đúng rồi. Chị ba bán nước cầu vinh. Đời ông cố nội thằng cha chị ba, tham sống sợ chết đầu hàng giặt",2.0
Chuộc 200000USD cơ mà,0.0
https://shp.ee/rbehb6u váy xinh giá chỉ 93k,0.0
"Dịt mẹ đéo báo cong an bắt mẹ đi họp bàn cái lồng,mẹ đi xe buyt mà éo bảo vệ dc khách hàng",2.0
buồn nha,0.0
Tụi này trời lấy lại mấy hồi,0.0
Con đĩ này bóng lộ nè,2.0
Cái này hình thức lừa cướp đoạt xe giống vs của chị nè Trần Thị Cẩm Giang,0.0
Tội cho cô gái ấy,0.0
Con nhà nta là xương thịt đâu phải cứ quẳng vài đồng tiền là xong,0.0
Đàn bà mắt bạn bị sau dạ,0.0
Ad sao mày bố láo thế,2.0
Em thức khuya vậy,0.0
chắc nó cũng gạ r bn ạ,0.0
"Hơ hơ :)) đm đéo xl lúc vẫn đá và sửa bằng lôi thẻ đỏ cho ""Tháis Lừn"" ra đây. Đm h bày đặt ""Sin lũi"" :))",1.0
Phan Linh nó họ Bùi ý thức như đầu buooi là đúng r,2.0
CÁC BẠN ƠI ĐÂY LÀ ACC GIẢ VÌ H NÀY TRỌNG TÀI BẬN BẮT CHÍNH,0.0
"ê mà chửi tkg Rách chứ đừng chửi cả vùng miền nha, Miền tây liên quan gì m, t người Hanoi nhé.",2.0
"Đảng viên thì sao?công khai đảng viên còn hơn lũ 3/// nhưng là cộng sản nằm vùng ,đem con mụ Nẫm qua chửi Mỹ như chó -lũ 3/// chống lưng cho mụ chửi ,tao là diện HO mà tao còn ko ưa tụi 3///",2.0
Đừng phá bđvn nữa thưa ngài,0.0
Như Quỳnh Bệnh từ trong cái nhân cách rồi pạn🤷‍♀️,1.0
Giờ không co công an chuyện làm ma cướp giật nổi lên rồi,0.0
xl là dc hả :)),0.0
"Mặt bà này là biết có dương vật ở dưới háng , mặt nhìn coi không có hậu gì hết .ăn nói như giang hồ mất dạy",2.0
Thui tốt nhất ông nên biến khỏi đội tuyển của chúng tôi đi ông troussier à nếu k cả đội tuyển của chúng tôi sẽ k còn nữa mà sẽ tan rã thật sự nếu ông còn ở lại vậy nên chúng tôi đề nghị ông hãy lượn đi ngay lập tức nhé ông hlv troussier,0.0
ăn học kiểu gì đang nói luật giữ xe nói sang tai nạn. rồi trù ẻo người khác tai nạn. mịa mấy cái đầu bò này mà mang tiếng ngu dân,1.0
địt mẹ mày,2.0
đm biết làm trọng tài kh con chó Dương Nguyễn Nhật Hà,2.0
Ý thức như đb,1.0
ăn hết của ông nội mày hả mà mày làm vậy dcmm đừng để tao tới nhà à :))),2.0
Nghỉ việc đi. Nhục lắm,1.0
bắt ngu như chó,1.0
"Em là một đứa xem chùa mà vẫn được fan cứng, em mong ad xem xét lại gỡ xuống để cho người khác xứng đáng hơn em ạ :vvvv",0.0
Hải Yến con thần kinh lạy m. Chả muốn xem cũng kệ cả họ nhà m nói để thiên hạ nó điss cho vô mồm,2.0
Nghỉ việc đi ôg già ơi,1.0
Trung sonic,0.0
"Mày mới gọi là nhảm đó,đồ chó đẽ",2.0
Cảm ơn cc,1.0
Đợi đấy tha bay đồ là tốt lắm rồi,0.0
Thầy địt mẹ giả tạo vl =)),1.0
hk được nói cức fan nó nhảy dựng lên đó nói phân thì được,1.0
Chi 3 noi qua troi hay luon,0.0
"nói với mấy loại ko não mệt thật, đúng 2 đứa ngu chơi với nhau. Đi học 10 năm?? tính từ lớp mầm thì m học ko quá lớp 7 nói cấm có sai học ko quá nổi cấp2, vô học nên mới ko hiểu những thuật ngữ cơ bản nhất xog cãi ngu",2.0
Đang nghĩ mình ở thiên đường à.,0.0
Phan Mạnh Cường sao lo mong nhà mày chết bớt 1 ngày đi mà rủa người ta chết vậy óc,2.0
Quá tàn ác. Những con người này cần trị nghiêm ko sẽ trở thành kẻ xấu của xã hội.,1.0
Fake hay sao ý mn ơi,0.0
Chị đẹp lắm đó chi,0.0
 xấu còn ngu,1.0
Thằng ngu sân cỏ,1.0
"mk thấy vụ đấy nổi do con ngọc bình vào live ông virruss cãi nhau vs ông ấy . Và kết quả ngọc bình đã bị mẹ thu đt và thằng rách vố này mk thấy những vết nhơ mà nó gây ra cũng k lm nó tồn tại lâu dài được đâu , nếu rách có thiện chí thì… Xem thêm",1.0
nói cl gì z mẹ. Nói mà để ng ta từ chối hiểu hay gì á,1.0
"Mực ơi dù nói thế nào trình mày vẫn thua thằng quyền thôi, đánh ngu, sủa bẩn, óc lồn",2.0
Đá thua indo thì về nước hộ cái anh zai ơi,1.0
"Ra đường là gặp lừa đảo , trộm cướp , xã hội bất an !",1.0
Võ Minh Hiếu xin video bạn ơi,0.0
Oke Hasagi chết mọe đi 💀,1.0
Đỏ gì mà ở ngay sát bờ là sao ?,0.0
zả bố thẻ đỏ,0.0
Nguyễn Minh Quân có thằng phía trên bênh nó t đang chọc nó cay khóc kìa bro.. kkk kéo lên chửi chọc nó chơi,0.0
nick thật ở đâu,0.0
"thằng rách là ông cố nội m hay gì mà m vô đây réo ,ở đây ko biết thằng rách nào nhé ,người nổi tiếng mà ăn nói xà lơ là lên phường càng sớm nhé thắng đần ,giờ m qua bên nó kêu nó phản hồi đối chất hộ t cái chứ m ở đây xàm lông hoài thì m lên phường trước nó đó",2.0
Kim Phượng thế con ngu ở hà nội p nó cũng nhảy bông nhông khắp nơi đó p,1.0
Đần =)),1.0
Đất nước ko phải của riêng một đảng phái nào,0.0
Thằng này bị ban Vĩnh viễn cũng k sai đâu,0.0
Thằng này ko dc,1.0
"Thua rồi xinloi à, khon nạn vừa thôi má ơi",1.0
Ok nhá,0.0
xa hội bgio phuc tap qua con nguoi với nhau sao k còn tinh nghia gi nua het .,0.0
Đụ má mặt nhìn như đàn ông,2.0
Trọng tài nguu quá,1.0
Nó còn biết nó chưa đủ 16t nên nó ngông như thế thì phải trị cho nó ra khoai ra ngô chứ bỏ qua vì chưa đủ tuổi thì thật sự thất vọng về pháp luật Việt Nam,0.0
Bọn chủ yếu lạc hướng ngta để trộm à,0.0
đần,1.0
đunga rồi anh ba chíp chíp chíp cũa em,0.0
lần sau đừng có nc kiểu ngu như vậy tao cười chết đó 'Nhi' tag lắm vào tưởng cái gì nói thì ngu trl cũng ngu,2.0
Mất đi một đứa con như đứt một khúc ruột vậy. Thương quá,0.0
Cả mả cụ tổ họ hàng hang hốc nhà mày.,2.0
Tao đéo biết,1.0
"show ra đi , đi cái jg 2 game out cả 2 . Rank thì kẹp lóc ngóc bk4 duo lb2 =)) game sau t mà đi top 2 m còn nát nữa chứ ở đó gank t , game đầu t k để ý m có xem stream đấy . Chứ k cỡ như m lên t cân 2 nha .",0.0
Cuoc Vui Co Don,0.0
"Hẳn là thi công k chuẩn =)) cười vỡ cmn bụng, cái đcm chúng mày lắm nữa nhiều lí do vcl.",2.0
liêm sĩ ji tầm này abe ôi,0.0
Nó đéo biết ngại à,1.0
chs thì ngu nhờ ng gánh là giỏi,1.0
Địt cụ mày,2.0
k thấy ngon nha . 18 cành,0.0
ông này kém vô cùng,1.0
Chị ba .bản lĩnh con cháu hai bà trưng bà triệu👍🙏❤🌍,0.0
Trần Nhật Tuấn =))) Bú win lên này a,0.0
"ông mực tự cái mồm làm khổ cái thân mà :)))) đã feed còn chửi đồng đội, chứ ai tự nhiên đii nói ổng đâu, xong game thì thôi lại còn mời vào chửi tiếp, nói chung họa tự chuốc lấy thôi",0.0
Tuân Nguyễn no lai cay vl ra,1.0
Đần vcl,1.0
Theo ý kiến cá nhân riêng mình thấy bài hát này ko có chút ý nghĩa nghe có vẻ khá sàm ko hay ý kiến cá nhân nhé a hùng bàn phím né hộ,0.0
thì coi như k thấy cmt nta đi. Vào cắn làm choá gì,1.0
"Cái lỗ mũi như lỗ trâu mà còn ngột ngạt,hít hết cả khí trời của ngta rồi còn j.",2.0
Nhỏ này ranh con trong nhóm Dư Luận Viên của nhà nước ấy mà.cứ ai đưa tin Ji thì nó bay vào nói bất chấp đúng hay sai.ăn lương phải vậy bất chấp dân đói khổ.nó đâu đứng về phía công lí.nhóm tụi nó cả vào trăm đứa ăn lương vài triệu là để vậy.làm nhẹ dư luận khi ai đó đụng đến người chi lương nó...,1.0
Hoàng Tử Băng Giá đầu nó chứa cứt,1.0
Thứ nhiều chuyện,0.0
Đụ má mày nha - sử dụng fb ảo tạo nét à,2.0
Mực dốt cả đời bk rách thôi,1.0
Xl thì dc gì trọng tài lol,2.0
"Thanh niên cao to lực lưỡng có chân có tay mà đi cướp dị , nghiệp quá nghiệp",1.0
Con sv cày thuê bị hành cay đỏ dái hả :))),2.0
"Hieu Nguyen họ bùi ăn hết của ông nội m hả , đụ mẹ m lôi vào nói chung chung ý thức của m cũng như cc",2.0
toàn âm mạng có gì đâu mà khè,0.0
Nghề kiếm cơm của các thanh niên Nam Kỳ,2.0
T nghe thấy thích mà ae,0.0
Ai muốn thoát kiếp,0.0
Công an đâu rồi lên cơ quan trình báo còn bị chửi ko biết giữ của lên đây làm gì,0.0
Ngọc Liên nc nv nha homie :))),0.0
óc vừa th. Thế m nghĩ ai cũng cố tình vi phạm. R ng dân cũng bị gài bị dìu r bắt lỗi ko đúng đầy ra đấy. Ở đấy mà đạo lí,1.0
Troussier vô dụng. Từ chức đi,1.0
Ở mặt đường không đeo vàng và nói chuyện lâu với người hỏi đường. Là mất tài sản,0.0
Mấy thằng chó sủa bậy sướng được anh độ cho đi đóng phim =)),2.0
Đấm mẹ mày giờ,1.0
Trọng tài kìa,0.0
Bắt kém cực ấy nói thậy,1.0
Hai thằng giả vờ hỏi chuyện để 1 thằng hành động Bán buôn lời được bao nhiêu,0.0
Luật Sư Hà a ơi giúp cháu nó đk ko. Nghe tội vs bức xúc quá,0.0
Năm Lê Nguyễn Thu Hằng dm vcl bar con đeo khéo chưa đc 1p giật tung l :)),1.0
Vc thằng này cũng có fan à =))),1.0
"Đúng rồi, toàn bọn rẻ rách, cặn bã, ăn cơm ăn cức của Việt Nam mà mở mồm ra là chửi sằn bậy !!!",2.0
Gặp tôi là đồng đội tôi chửi cả lò nhà ông r =))),0.0
 vẫn bảo của t đc mà :)) ngu ác,1.0
Mày câu hay đấy nhóc,1.0
Xh loạn hết rồi. CQ hãy cho dân quyền tiêu diệt lũ cặn bã này.,2.0
Toàn là những con người thiếu ý thức mà ra cầu mong dừng lại ở con số này thôi chứ lo lắng quá đi cầu cho máy cha máy mẹ đừng đi tùm lum nữa làm khổ nhiều người lắm muốn chết về nhà đóng cửa chết mình mẹ đi,2.0
đập ngu như thầy thì mãi mãi cx dell lên đc +7 e thề,1.0
Mong pháp luật trừng trị thật nghiêm kẻ coi thường mạng người coi thường pháp luật. Mong cháu yên nghỉ. Thương,1.0
"Face you, ngày mai mày bị tai nạn chết cả nhà mày, còn mày thì bị mù mẹ nó mắt đi cho khỏi tốn cơm",2.0
T k thích k ưa mẹ này.... Mà dx cái chưit ngta nghe hài vcl bù lại củng đỡ 😂😂,1.0
Nhục cái lồn gì k biết?:)). Mệt người sủa ngu. Cút,2.0
Dễ thương gì đâu,0.0
Phương Nam ừ cô mà tích lại mà bán,0.0
Happy New Year coach !,0.0
Thằng ngu này t gặp mấy lần t thường cầm sett nó nó bú cu. Giờ t lục bảo 1 heo elo nó vẩn bk. Ngu đéo tả đc mà hay nổ haizz. Mầy leo ranh bằng nhân phẩm chứ kỷ năng đéo. Khéo sài hết nhân phẩm xe đụng mầy.,2.0
Bắt như loz thì cút về nha bú sữa chú đêy a tài ơi,1.0
Lỗi cái địt con mệ mày,2.0
phải kiện bồi thường chứ không nhẹ nhàng như v được,0.0
Đóng thuế thuê 1 thằng phế vật.,1.0
ma vương tới chơi broooo,0.0
Linh Nguyen trend này hình như có lâu lắm r nhỉ =)))),0.0
Bài mai dù,0.0
clm hẳn là trai alimi :)) bố m hài ỉa vào bàn thờ nhà m luôn th mực con,2.0
Công an đã vào cuộc,0.0
bọn ăn cháo đá bát,2.0
Muốn làm hot face không khó :))),0.0
Lỗi cái đjt con bà m thằng trọng tài m nghỉ vc mẹ đi,2.0
Con gia nay sao ra duong duong xe no tong chet me duoi gam xe,2.0
Ban vinh viễn cmn đi,1.0
Thế mày là con tinh trùng khuyết tật của tao à nói câu nào là ngu câu đó thôi anh không chấp lo mà giúp ba mẹ mày có bữa ăn ngon đi trl ngu dốt vc,2.0
Khéo nhung lại bị người khác lây sang 😂,0.0
2022 idol về VN rồi^^,0.0
Ủa tưởng ý thức người nhật cao lắm ?,0.0
mấy con súc vật,2.0
Họp báo m bảo hài lòng nhưng những người hâm mộ đội tuyển Việt Nam hài lòng vs m chưa? :((,0.0
"Thằng áp dê ngon thì nói cho thiên hạ biết đi, hay đi làm Thông ngôn cmn đi",1.0
" trang cty của Jack dĩ nhiên fan Ng ta vô xem nhiều rồi, thấy fan Ng ta đông quá, vẫn ủng hộ J bạn tức hay sao. Mà thường tức hay nói ngang lắm, hoặc tỏ ra mình hiểu biết thanh cao. Con người thiếu cái gì thì hay tỏ ra mình như thế.",0.0
Quá tệ hại. Ông nên xem xét lại trình độ của mình,1.0
Cho mìh hỏi là sách j đây vậy 😦😦😦,0.0
A mực kỹ lăng :))))),0.0
Đem đưa lên cơ sơ xo thẩm quyền THP bốc phân mà ăn :),1.0
Chả hiểu đẹp ở đâu,0.0
Ý thức như L..,1.0
đm thêm con ruồi mẹ n nữa,1.0
Trọng tài này bị mù mắt rồi,1.0
"Tội anh tôi, lương tháng 7 - 8 triệu, đến tôm nhỏ chẳng có mà ăn, chỉ ăn được mỗi cua hoàng đế và tôm Alaska😢😢😢",0.0
Bị ngáo cứt lợn 🐷,2.0
Ngọc Trang mua dưa leo chơi cho rẻ,0.0
khác gì bọn mọi đen ko? Bị sỉ nhục đéo dám làm gì,2.0
"Tụi mày tuổi lồn, nói thế cho nó vuông",2.0
Đcu bắt ngáo lòn,1.0
Con cặc,1.0
Nên xem trận indo đá thailand đi.để biết cách dạy học trò presing và chống presing,0.0
"Quay dính biển số xe 2 t kia rồi đó, có đăng xuất luôn mới thoát, mai lại lên trang đầu cho coi.",0.0
Tính ra tư duy ct như m ko bằng 1 champ đct nha :)) đánh rank bk đc game dương mạng,1.0
đánh trụ là win mẹ r,0.0
Djtme may,2.0
Xin lỗi cc. Địt mẹ mày,2.0
đã tăng 2 đến 7 thì dân lợi cái lồn mẹ chúng nó à,1.0
Do thiếu lozz ngọc trinh nên hôm qua tiệp hơi nông nỗi,1.0
Bộ trưởng quốc phòng hèn nhất LS VN,1.0
Fuck you mày thèn cho đẽ thái lan mua mày bao nhiu vậy,2.0
Trần Dần nói tro sướng cái lỗ mồm .hắn này về VN .thì phải tro ngay vào thường tín hà tây,1.0
chán cái địt cụ mày,2.0
Lũ ngu vô học... viết tiêu đề còn sai chính tả.,2.0
Xem phố bolsa chỉ vì nhà tiên tri zũ trụ trần dần,0.0
Thằng khốn nạn,2.0
Thời đại này sao có loại ác hơn giặc,2.0
Mày nghỉ luôn cũng được. Phát ngôn tào lao fan nó unfollow hết bây giờ,1.0
"Duy Phạm ngu bớt lên tiếng lại, sẽ có 1 ngày nào đó cha mẹ,con cái mày bị tai nạn giao thông, lúc đó sẽ hiểu nổi đau, còn mày nên học nội quy giữ xe đi, người ta giữ xe, Đảm bảo xe không bị mất, chứ đâu đảm bảo hư hại,bản thân tao cũng vi phạm, vào thấ… Xem thêm",1.0
chia buồn cùng gia đình kid cận huyết sua chill lofi đưa bà già kid về nơi 9 suối,1.0
idol m chừng nào lớn vậy Nguyễn Đức Long Minh Hùng,0.0
Đơn giảng vì luật pháp việt nam quá nhẹ tay và ko đủ tính răng đe. Nên tình trạng này cứ tiếp diễn hoài,0.0
Ghi k rõ rồi khóc lóc cái cái cái con con à,1.0
Cái lozZZ,1.0
đ.ụ m.ẹ mày ad cái link bấm vào coi chục cái QC nhảy ra,2.0
Bọn giàu mà mang thua người nghèo nửa đm chán quá,1.0
Vui...!!!!,0.0
đmm,2.0
Nguyễn Võ Hữu Châu cẩn thận mất việc nhé con,0.0
Thầy bói🙃🙃🙃,0.0
nó đu idol của nó một cách ngu muội mà =))) idol vô học sao fan vô học như vậy,1.0
Yêu cô quá,0.0
 Mả cụ mày,2.0
Đây mới 9 xác nha ace,0.0
dmmmmmm thằng trọng tài,2.0
Ông Philippe Troussier ơi !,0.0
m vs thg dog này giống nhau phết ngu + to mồm + thượng đẳng,2.0
Vẫn có 1 người tặng quà va len thai cho mình mn ạ.,0.0
trundlo ko co linh ma cap dc 2 cai tru luon,0.0
Xin cái địt thằng cha mả tổ cụ kị con mẹ mày,2.0
Địt cụ chúng nó muốn người dân chở về thời đồ đá mất rồi? Như thế này đỡ phải sử dụng phương tiện? Địt mẹ thằng nào nghĩ ra cái luật lồn này,2.0
Đit mẹ thua cái thể loại này,2.0
Lam sao ma co the tha loi duoc cho nhung  nguoi an noi vo hoc thuc nhu the nay. Bo tay.,1.0
kéo fame,0.0
Đitme ngần ấy tuổi r mà k biết đóng cái khóa quần vào thằng đĩ vượn này,2.0
